Longitude,Latitude,Smoothed Rate
-80.00000,-37.00000,-6.24944e+00
-80.00000,-36.00000,-6.22905e+00
-80.00000,-35.00000,-6.20865e+00
-80.00000,-34.00000,-6.18809e+00
-80.00000,-33.00000,-6.16750e+00
-80.00000,-32.00000,-6.14782e+00
-80.00000,-31.00000,-6.12872e+00
-80.00000,-30.00000,-6.10962e+00
-80.00000,-29.00000,-6.09062e+00
-80.00000,-28.00000,-6.07226e+00
-80.00000,-27.00000,-6.05441e+00
-80.00000,-26.00000,-6.03680e+00
-80.00000,-25.00000,-6.02001e+00
-80.00000,-24.00000,-6.00387e+00
-80.00000,-23.00000,-5.98837e+00
-80.00000,-22.00000,-5.97336e+00
-80.00000,-21.00000,-5.95907e+00
-80.00000,-20.00000,-5.94569e+00
-80.00000,-19.00000,-5.93306e+00
-80.00000,-18.00000,-5.92144e+00
-80.00000,-17.00000,-5.91058e+00
-80.00000,-16.00000,-5.90051e+00
-80.00000,-15.00000,-5.89170e+00
-80.00000,-14.00000,-5.88392e+00
-80.00000,-13.00000,-5.87713e+00
-80.00000,-12.00000,-5.87151e+00
-80.00000,-11.00000,-5.86691e+00
-80.00000,-10.00000,-5.86357e+00
-80.00000,-9.00000,-5.86112e+00
-80.00000,-8.00000,-5.86017e+00
-80.00000,-7.00000,-5.86017e+00
-80.00000,-6.00000,-5.86148e+00
-80.00000,-5.00000,-5.86390e+00
-80.00000,-4.00000,-5.86737e+00
-80.00000,-3.00000,-5.87213e+00
-80.00000,-2.00000,-5.87807e+00
-80.00000,-1.00000,-5.88503e+00
-80.00000,0.00000,-5.89304e+00
-80.00000,1.00000,-5.90206e+00
-80.00000,2.00000,-5.91261e+00
-80.00000,3.00000,-5.92436e+00
-80.00000,4.00000,-5.93654e+00
-80.00000,5.00000,-5.94932e+00
-80.00000,6.00000,-5.96326e+00
-80.00000,7.00000,-5.97807e+00
-80.00000,8.00000,-5.99332e+00
-80.00000,9.00000,-6.00934e+00
-80.00000,10.00000,-6.02603e+00
-80.00000,11.00000,-6.04337e+00
-80.00000,12.00000,-6.06121e+00
-79.00000,-37.00000,-6.01205e+00
-79.00000,-36.00000,-5.98503e+00
-79.00000,-35.00000,-5.95791e+00
-79.00000,-34.00000,-5.93066e+00
-79.00000,-33.00000,-5.90331e+00
-79.00000,-32.00000,-5.87635e+00
-79.00000,-31.00000,-5.84915e+00
-79.00000,-30.00000,-5.82234e+00
-79.00000,-29.00000,-5.79597e+00
-79.00000,-28.00000,-5.76966e+00
-79.00000,-27.00000,-5.74368e+00
-79.00000,-26.00000,-5.71826e+00
-79.00000,-25.00000,-5.69339e+00
-79.00000,-24.00000,-5.66893e+00
-79.00000,-23.00000,-5.64539e+00
-79.00000,-22.00000,-5.62214e+00
-79.00000,-21.00000,-5.60022e+00
-79.00000,-20.00000,-5.57929e+00
-79.00000,-19.00000,-5.55946e+00
-79.00000,-18.00000,-5.54055e+00
-79.00000,-17.00000,-5.52329e+00
-79.00000,-16.00000,-5.50760e+00
-79.00000,-15.00000,-5.49333e+00
-79.00000,-14.00000,-5.48065e+00
-79.00000,-13.00000,-5.46954e+00
-79.00000,-12.00000,-5.45976e+00
-79.00000,-11.00000,-5.45210e+00
-79.00000,-10.00000,-5.44610e+00
-79.00000,-9.00000,-5.44217e+00
-79.00000,-8.00000,-5.43970e+00
-79.00000,-7.00000,-5.43953e+00
-79.00000,-6.00000,-5.44123e+00
-79.00000,-5.00000,-5.44496e+00
-79.00000,-4.00000,-5.45073e+00
-79.00000,-3.00000,-5.45832e+00
-79.00000,-2.00000,-5.46764e+00
-79.00000,-1.00000,-5.47865e+00
-79.00000,0.00000,-5.49144e+00
-79.00000,1.00000,-5.50596e+00
-79.00000,2.00000,-5.52206e+00
-79.00000,3.00000,-5.53952e+00
-79.00000,4.00000,-5.55841e+00
-79.00000,5.00000,-5.57839e+00
-79.00000,6.00000,-5.59945e+00
-79.00000,7.00000,-5.62172e+00
-79.00000,8.00000,-5.64492e+00
-79.00000,9.00000,-5.66884e+00
-79.00000,10.00000,-5.69386e+00
-79.00000,11.00000,-5.71989e+00
-79.00000,12.00000,-5.74603e+00
-78.00000,-37.00000,-5.80955e+00
-78.00000,-36.00000,-5.77571e+00
-78.00000,-35.00000,-5.74122e+00
-78.00000,-34.00000,-5.70651e+00
-78.00000,-33.00000,-5.67127e+00
-78.00000,-32.00000,-5.63556e+00
-78.00000,-31.00000,-5.59968e+00
-78.00000,-30.00000,-5.56366e+00
-78.00000,-29.00000,-5.52718e+00
-78.00000,-28.00000,-5.49106e+00
-78.00000,-27.00000,-5.45449e+00
-78.00000,-26.00000,-5.41827e+00
-78.00000,-25.00000,-5.38224e+00
-78.00000,-24.00000,-5.34681e+00
-78.00000,-23.00000,-5.31171e+00
-78.00000,-22.00000,-5.27731e+00
-78.00000,-21.00000,-5.24383e+00
-78.00000,-20.00000,-5.21143e+00
-78.00000,-19.00000,-5.18018e+00
-78.00000,-18.00000,-5.15064e+00
-78.00000,-17.00000,-5.12258e+00
-78.00000,-16.00000,-5.09642e+00
-78.00000,-15.00000,-5.07234e+00
-78.00000,-14.00000,-5.05078e+00
-78.00000,-13.00000,-5.03170e+00
-78.00000,-12.00000,-5.01543e+00
-78.00000,-11.00000,-5.00196e+00
-78.00000,-10.00000,-4.99170e+00
-78.00000,-9.00000,-4.98465e+00
-78.00000,-8.00000,-4.98078e+00
-78.00000,-7.00000,-4.98046e+00
-78.00000,-6.00000,-4.98325e+00
-78.00000,-5.00000,-4.98937e+00
-78.00000,-4.00000,-4.99885e+00
-78.00000,-3.00000,-5.01133e+00
-78.00000,-2.00000,-5.02703e+00
-78.00000,-1.00000,-5.04531e+00
-78.00000,0.00000,-5.06631e+00
-78.00000,1.00000,-5.08989e+00
-78.00000,2.00000,-5.11630e+00
-78.00000,3.00000,-5.14409e+00
-78.00000,4.00000,-5.17398e+00
-78.00000,5.00000,-5.20515e+00
-78.00000,6.00000,-5.23779e+00
-78.00000,7.00000,-5.27153e+00
-78.00000,8.00000,-5.30654e+00
-78.00000,9.00000,-5.34206e+00
-78.00000,10.00000,-5.37860e+00
-78.00000,11.00000,-5.41562e+00
-78.00000,12.00000,-5.45282e+00
-77.00000,-37.00000,-5.64268e+00
-77.00000,-36.00000,-5.60246e+00
-77.00000,-35.00000,-5.56099e+00
-77.00000,-34.00000,-5.51856e+00
-77.00000,-33.00000,-5.47533e+00
-77.00000,-32.00000,-5.43097e+00
-77.00000,-31.00000,-5.38547e+00
-77.00000,-30.00000,-5.33938e+00
-77.00000,-29.00000,-5.29209e+00
-77.00000,-28.00000,-5.24420e+00
-77.00000,-27.00000,-5.19499e+00
-77.00000,-26.00000,-5.14571e+00
-77.00000,-25.00000,-5.09595e+00
-77.00000,-24.00000,-5.04590e+00
-77.00000,-23.00000,-4.99562e+00
-77.00000,-22.00000,-4.94554e+00
-77.00000,-21.00000,-4.89565e+00
-77.00000,-20.00000,-4.84636e+00
-77.00000,-19.00000,-4.79787e+00
-77.00000,-18.00000,-4.75101e+00
-77.00000,-17.00000,-4.70558e+00
-77.00000,-16.00000,-4.66233e+00
-77.00000,-15.00000,-4.62183e+00
-77.00000,-14.00000,-4.58448e+00
-77.00000,-13.00000,-4.55099e+00
-77.00000,-12.00000,-4.52173e+00
-77.00000,-11.00000,-4.49737e+00
-77.00000,-10.00000,-4.47831e+00
-77.00000,-9.00000,-4.46499e+00
-77.00000,-8.00000,-4.45770e+00
-77.00000,-7.00000,-4.45659e+00
-77.00000,-6.00000,-4.46168e+00
-77.00000,-5.00000,-4.47280e+00
-77.00000,-4.00000,-4.48964e+00
-77.00000,-3.00000,-4.51209e+00
-77.00000,-2.00000,-4.53950e+00
-77.00000,-1.00000,-4.57139e+00
-77.00000,0.00000,-4.60721e+00
-77.00000,1.00000,-4.64651e+00
-77.00000,2.00000,-4.68883e+00
-77.00000,3.00000,-4.73370e+00
-77.00000,4.00000,-4.78044e+00
-77.00000,5.00000,-4.82881e+00
-77.00000,6.00000,-4.87853e+00
-77.00000,7.00000,-4.92952e+00
-77.00000,8.00000,-4.98083e+00
-77.00000,9.00000,-5.03213e+00
-77.00000,10.00000,-5.08373e+00
-77.00000,11.00000,-5.13515e+00
-77.00000,12.00000,-5.18617e+00
-76.00000,-37.00000,-5.50535e+00
-76.00000,-36.00000,-5.46012e+00
-76.00000,-35.00000,-5.41316e+00
-76.00000,-34.00000,-5.36432e+00
-76.00000,-33.00000,-5.31465e+00
-76.00000,-32.00000,-5.26285e+00
-76.00000,-31.00000,-5.20955e+00
-76.00000,-30.00000,-5.15396e+00
-76.00000,-29.00000,-5.09590e+00
-76.00000,-28.00000,-5.03684e+00
-76.00000,-27.00000,-4.97552e+00
-76.00000,-26.00000,-4.91211e+00
-76.00000,-25.00000,-4.84773e+00
-76.00000,-24.00000,-4.78145e+00
-76.00000,-23.00000,-4.71346e+00
-76.00000,-22.00000,-4.64388e+00
-76.00000,-21.00000,-4.57300e+00
-76.00000,-20.00000,-4.50097e+00
-76.00000,-19.00000,-4.42821e+00
-76.00000,-18.00000,-4.35513e+00
-76.00000,-17.00000,-4.28217e+00
-76.00000,-16.00000,-4.21028e+00
-76.00000,-15.00000,-4.14022e+00
-76.00000,-14.00000,-4.07316e+00
-76.00000,-13.00000,-4.01039e+00
-76.00000,-12.00000,-3.95347e+00
-76.00000,-11.00000,-3.90429e+00
-76.00000,-10.00000,-3.86453e+00
-76.00000,-9.00000,-3.83604e+00
-76.00000,-8.00000,-3.82021e+00
-76.00000,-7.00000,-3.81789e+00
-76.00000,-6.00000,-3.82874e+00
-76.00000,-5.00000,-3.85238e+00
-76.00000,-4.00000,-3.88744e+00
-76.00000,-3.00000,-3.93205e+00
-76.00000,-2.00000,-3.98465e+00
-76.00000,-1.00000,-4.04364e+00
-76.00000,0.00000,-4.10758e+00
-76.00000,1.00000,-4.17542e+00
-76.00000,2.00000,-4.24573e+00
-76.00000,3.00000,-4.31791e+00
-76.00000,4.00000,-4.39117e+00
-76.00000,5.00000,-4.46508e+00
-76.00000,6.00000,-4.53860e+00
-76.00000,7.00000,-4.61162e+00
-76.00000,8.00000,-4.68375e+00
-76.00000,9.00000,-4.75460e+00
-76.00000,10.00000,-4.82411e+00
-76.00000,11.00000,-4.89194e+00
-76.00000,12.00000,-4.95803e+00
-75.00000,-37.00000,-5.39354e+00
-75.00000,-36.00000,-5.34616e+00
-75.00000,-35.00000,-5.29567e+00
-75.00000,-34.00000,-5.24401e+00
-75.00000,-33.00000,-5.19010e+00
-75.00000,-32.00000,-5.13374e+00
-75.00000,-31.00000,-5.07493e+00
-75.00000,-30.00000,-5.01356e+00
-75.00000,-29.00000,-4.94920e+00
-75.00000,-28.00000,-4.88184e+00
-75.00000,-27.00000,-4.81121e+00
-75.00000,-26.00000,-4.73711e+00
-75.00000,-25.00000,-4.65969e+00
-75.00000,-24.00000,-4.57848e+00
-75.00000,-23.00000,-4.49333e+00
-75.00000,-22.00000,-4.40417e+00
-75.00000,-21.00000,-4.31050e+00
-75.00000,-20.00000,-4.21266e+00
-75.00000,-19.00000,-4.11039e+00
-75.00000,-18.00000,-4.00366e+00
-75.00000,-17.00000,-3.89249e+00
-75.00000,-16.00000,-3.77730e+00
-75.00000,-15.00000,-3.65860e+00
-75.00000,-14.00000,-3.53699e+00
-75.00000,-13.00000,-3.41412e+00
-75.00000,-12.00000,-3.29263e+00
-75.00000,-11.00000,-3.17628e+00
-75.00000,-10.00000,-3.07189e+00
-75.00000,-9.00000,-2.99002e+00
-75.00000,-8.00000,-2.94307e+00
-75.00000,-7.00000,-2.93948e+00
-75.00000,-6.00000,-2.97871e+00
-75.00000,-5.00000,-3.05066e+00
-75.00000,-4.00000,-3.14304e+00
-75.00000,-3.00000,-3.24665e+00
-75.00000,-2.00000,-3.35623e+00
-75.00000,-1.00000,-3.46907e+00
-75.00000,0.00000,-3.58385e+00
-75.00000,1.00000,-3.69884e+00
-75.00000,2.00000,-3.81310e+00
-75.00000,3.00000,-3.92585e+00
-75.00000,4.00000,-4.03554e+00
-75.00000,5.00000,-4.14198e+00
-75.00000,6.00000,-4.24468e+00
-75.00000,7.00000,-4.34358e+00
-75.00000,8.00000,-4.43839e+00
-75.00000,9.00000,-4.52937e+00
-75.00000,10.00000,-4.61673e+00
-75.00000,11.00000,-4.70066e+00
-75.00000,12.00000,-4.78084e+00
-74.00000,-37.00000,-5.30175e+00
-74.00000,-36.00000,-5.25410e+00
-74.00000,-35.00000,-5.20382e+00
-74.00000,-34.00000,-5.15152e+00
-74.00000,-33.00000,-5.09563e+00
-74.00000,-32.00000,-5.03817e+00
-74.00000,-31.00000,-4.97737e+00
-74.00000,-30.00000,-4.91370e+00
-74.00000,-29.00000,-4.84640e+00
-74.00000,-28.00000,-4.77514e+00
-74.00000,-27.00000,-4.69890e+00
-74.00000,-26.00000,-4.61886e+00
-74.00000,-25.00000,-4.53399e+00
-74.00000,-24.00000,-4.44319e+00
-74.00000,-23.00000,-4.34699e+00
-74.00000,-22.00000,-4.24326e+00
-74.00000,-21.00000,-4.13313e+00
-74.00000,-20.00000,-4.01479e+00
-74.00000,-19.00000,-3.88722e+00
-74.00000,-18.00000,-3.74922e+00
-74.00000,-17.00000,-3.59926e+00
-74.00000,-16.00000,-3.43649e+00
-74.00000,-15.00000,-3.25913e+00
-74.00000,-14.00000,-3.06643e+00
-74.00000,-13.00000,-2.85768e+00
-74.00000,-12.00000,-2.63328e+00
-74.00000,-11.00000,-2.39422e+00
-74.00000,-10.00000,-2.14614e+00
-74.00000,-9.00000,-1.91314e+00
-74.00000,-8.00000,-1.76082e+00
-74.00000,-7.00000,-1.76685e+00
-74.00000,-6.00000,-1.92422e+00
-74.00000,-5.00000,-2.14458e+00
-74.00000,-4.00000,-2.36208e+00
-74.00000,-3.00000,-2.55997e+00
-74.00000,-2.00000,-2.74493e+00
-74.00000,-1.00000,-2.92548e+00
-74.00000,0.00000,-3.10467e+00
-74.00000,1.00000,-3.27991e+00
-74.00000,2.00000,-3.44860e+00
-74.00000,3.00000,-3.60822e+00
-74.00000,4.00000,-3.75770e+00
-74.00000,5.00000,-3.89737e+00
-74.00000,6.00000,-4.02754e+00
-74.00000,7.00000,-4.14896e+00
-74.00000,8.00000,-4.26276e+00
-74.00000,9.00000,-4.36954e+00
-74.00000,10.00000,-4.47003e+00
-74.00000,11.00000,-4.56487e+00
-74.00000,12.00000,-4.65450e+00
-73.00000,-37.00000,-5.21471e+00
-73.00000,-36.00000,-5.16856e+00
-73.00000,-35.00000,-5.12029e+00
-73.00000,-34.00000,-5.06998e+00
-73.00000,-33.00000,-5.01502e+00
-73.00000,-32.00000,-4.95932e+00
-73.00000,-31.00000,-4.90062e+00
-73.00000,-30.00000,-4.83817e+00
-73.00000,-29.00000,-4.77239e+00
-73.00000,-28.00000,-4.70246e+00
-73.00000,-27.00000,-4.62807e+00
-73.00000,-26.00000,-4.54855e+00
-73.00000,-25.00000,-4.46360e+00
-73.00000,-24.00000,-4.37230e+00
-73.00000,-23.00000,-4.27421e+00
-73.00000,-22.00000,-4.16821e+00
-73.00000,-21.00000,-4.05327e+00
-73.00000,-20.00000,-3.92779e+00
-73.00000,-19.00000,-3.79013e+00
-73.00000,-18.00000,-3.63745e+00
-73.00000,-17.00000,-3.46634e+00
-73.00000,-16.00000,-3.27210e+00
-73.00000,-15.00000,-3.04864e+00
-73.00000,-14.00000,-2.78890e+00
-73.00000,-13.00000,-2.48753e+00
-73.00000,-12.00000,-2.14908e+00
-73.00000,-11.00000,-1.80112e+00
-73.00000,-10.00000,-1.47853e+00
-73.00000,-9.00000,-1.14522e+00
-73.00000,-8.00000,-8.40681e-01
-73.00000,-7.00000,-9.50566e-01
-73.00000,-6.00000,-1.38278e+00
-73.00000,-5.00000,-1.76092e+00
-73.00000,-4.00000,-2.02912e+00
-73.00000,-3.00000,-2.23768e+00
-73.00000,-2.00000,-2.43483e+00
-73.00000,-1.00000,-2.64114e+00
-73.00000,0.00000,-2.85359e+00
-73.00000,1.00000,-3.06158e+00
-73.00000,2.00000,-3.25743e+00
-73.00000,3.00000,-3.43853e+00
-73.00000,4.00000,-3.60483e+00
-73.00000,5.00000,-3.75809e+00
-73.00000,6.00000,-3.90036e+00
-73.00000,7.00000,-4.03260e+00
-73.00000,8.00000,-4.15615e+00
-73.00000,9.00000,-4.27166e+00
-73.00000,10.00000,-4.37985e+00
-73.00000,11.00000,-4.48130e+00
-73.00000,12.00000,-4.57657e+00
-72.00000,-37.00000,-5.12980e+00
-72.00000,-36.00000,-5.08601e+00
-72.00000,-35.00000,-5.04042e+00
-72.00000,-34.00000,-4.99296e+00
-72.00000,-33.00000,-4.94308e+00
-72.00000,-32.00000,-4.89085e+00
-72.00000,-31.00000,-4.83593e+00
-72.00000,-30.00000,-4.77780e+00
-72.00000,-29.00000,-4.71595e+00
-72.00000,-28.00000,-4.65071e+00
-72.00000,-27.00000,-4.58112e+00
-72.00000,-26.00000,-4.50676e+00
-72.00000,-25.00000,-4.42710e+00
-72.00000,-24.00000,-4.34162e+00
-72.00000,-23.00000,-4.24946e+00
-72.00000,-22.00000,-4.14975e+00
-72.00000,-21.00000,-4.04154e+00
-72.00000,-20.00000,-3.92312e+00
-72.00000,-19.00000,-3.79413e+00
-72.00000,-18.00000,-3.65237e+00
-72.00000,-17.00000,-3.49376e+00
-72.00000,-16.00000,-3.31522e+00
-72.00000,-15.00000,-3.11006e+00
-72.00000,-14.00000,-2.87085e+00
-72.00000,-13.00000,-2.58934e+00
-72.00000,-12.00000,-2.26869e+00
-72.00000,-11.00000,-1.94793e+00
-72.00000,-10.00000,-1.70628e+00
-72.00000,-9.00000,-1.55221e+00
-72.00000,-8.00000,-1.44174e+00
-72.00000,-7.00000,-1.56840e+00
-72.00000,-6.00000,-1.89022e+00
-72.00000,-5.00000,-2.16324e+00
-72.00000,-4.00000,-2.35121e+00
-72.00000,-3.00000,-2.49564e+00
-72.00000,-2.00000,-2.62817e+00
-72.00000,-1.00000,-2.76035e+00
-72.00000,0.00000,-2.89070e+00
-72.00000,1.00000,-3.02019e+00
-72.00000,2.00000,-3.15591e+00
-72.00000,3.00000,-3.30330e+00
-72.00000,4.00000,-3.46136e+00
-72.00000,5.00000,-3.62341e+00
-72.00000,6.00000,-3.78163e+00
-72.00000,7.00000,-3.93122e+00
-72.00000,8.00000,-4.07050e+00
-72.00000,9.00000,-4.19920e+00
-72.00000,10.00000,-4.31718e+00
-72.00000,11.00000,-4.42586e+00
-72.00000,12.00000,-4.52592e+00
-71.00000,-37.00000,-5.03977e+00
-71.00000,-36.00000,-4.99627e+00
-71.00000,-35.00000,-4.95191e+00
-71.00000,-34.00000,-4.90628e+00
-71.00000,-33.00000,-4.85934e+00
-71.00000,-32.00000,-4.81123e+00
-71.00000,-31.00000,-4.76099e+00
-71.00000,-30.00000,-4.70779e+00
-71.00000,-29.00000,-4.65157e+00
-71.00000,-28.00000,-4.58916e+00
-71.00000,-27.00000,-4.52511e+00
-71.00000,-26.00000,-4.45896e+00
-71.00000,-25.00000,-4.38840e+00
-71.00000,-24.00000,-4.31263e+00
-71.00000,-23.00000,-4.23091e+00
-71.00000,-22.00000,-4.14254e+00
-71.00000,-21.00000,-4.04670e+00
-71.00000,-20.00000,-3.94228e+00
-71.00000,-19.00000,-3.82842e+00
-71.00000,-18.00000,-3.70388e+00
-71.00000,-17.00000,-3.56829e+00
-71.00000,-16.00000,-3.42059e+00
-71.00000,-15.00000,-3.26215e+00
-71.00000,-14.00000,-3.09597e+00
-71.00000,-13.00000,-2.92935e+00
-71.00000,-12.00000,-2.77479e+00
-71.00000,-11.00000,-2.64960e+00
-71.00000,-10.00000,-2.57060e+00
-71.00000,-9.00000,-2.54486e+00
-71.00000,-8.00000,-2.56526e+00
-71.00000,-7.00000,-2.61831e+00
-71.00000,-6.00000,-2.68781e+00
-71.00000,-5.00000,-2.75713e+00
-71.00000,-4.00000,-2.81017e+00
-71.00000,-3.00000,-2.83071e+00
-71.00000,-2.00000,-2.79692e+00
-71.00000,-1.00000,-2.68585e+00
-71.00000,0.00000,-2.51097e+00
-71.00000,1.00000,-2.37353e+00
-71.00000,2.00000,-2.41703e+00
-71.00000,3.00000,-2.65980e+00
-71.00000,4.00000,-2.98860e+00
-71.00000,5.00000,-3.30631e+00
-71.00000,6.00000,-3.57576e+00
-71.00000,7.00000,-3.79789e+00
-71.00000,8.00000,-3.98105e+00
-71.00000,9.00000,-4.13473e+00
-71.00000,10.00000,-4.26607e+00
-71.00000,11.00000,-4.38088e+00
-71.00000,12.00000,-4.48312e+00
-70.00000,-37.00000,-4.97468e+00
-70.00000,-36.00000,-4.93437e+00
-70.00000,-35.00000,-4.89366e+00
-70.00000,-34.00000,-4.85174e+00
-70.00000,-33.00000,-4.80889e+00
-70.00000,-32.00000,-4.76467e+00
-70.00000,-31.00000,-4.71908e+00
-70.00000,-30.00000,-4.67148e+00
-70.00000,-29.00000,-4.62205e+00
-70.00000,-28.00000,-4.57048e+00
-70.00000,-27.00000,-4.51615e+00
-70.00000,-26.00000,-4.45863e+00
-70.00000,-25.00000,-4.39758e+00
-70.00000,-24.00000,-4.33223e+00
-70.00000,-23.00000,-4.26165e+00
-70.00000,-22.00000,-4.18555e+00
-70.00000,-21.00000,-4.10259e+00
-70.00000,-20.00000,-4.01137e+00
-70.00000,-19.00000,-3.91037e+00
-70.00000,-18.00000,-3.79703e+00
-70.00000,-17.00000,-3.66952e+00
-70.00000,-16.00000,-3.52483e+00
-70.00000,-15.00000,-3.36141e+00
-70.00000,-14.00000,-3.18007e+00
-70.00000,-13.00000,-2.99021e+00
-70.00000,-12.00000,-2.81467e+00
-70.00000,-11.00000,-2.68909e+00
-70.00000,-10.00000,-2.64727e+00
-70.00000,-9.00000,-2.69287e+00
-70.00000,-8.00000,-2.79488e+00
-70.00000,-7.00000,-2.91182e+00
-70.00000,-6.00000,-3.01476e+00
-70.00000,-5.00000,-3.08757e+00
-70.00000,-4.00000,-3.11828e+00
-70.00000,-3.00000,-3.08724e+00
-70.00000,-2.00000,-2.96288e+00
-70.00000,-1.00000,-2.71387e+00
-70.00000,0.00000,-2.36737e+00
-70.00000,1.00000,-2.08785e+00
-70.00000,2.00000,-2.11370e+00
-70.00000,3.00000,-2.45442e+00
-70.00000,4.00000,-2.89741e+00
-70.00000,5.00000,-3.29600e+00
-70.00000,6.00000,-3.60973e+00
-70.00000,7.00000,-3.85084e+00
-70.00000,8.00000,-4.03859e+00
-70.00000,9.00000,-4.18955e+00
-70.00000,10.00000,-4.31548e+00
-70.00000,11.00000,-4.42360e+00
-70.00000,12.00000,-4.51907e+00
-69.00000,-37.00000,-4.85626e+00
-69.00000,-36.00000,-4.81590e+00
-69.00000,-35.00000,-4.77523e+00
-69.00000,-34.00000,-4.73427e+00
-69.00000,-33.00000,-4.69275e+00
-69.00000,-32.00000,-4.65068e+00
-69.00000,-31.00000,-4.60753e+00
-69.00000,-30.00000,-4.56385e+00
-69.00000,-29.00000,-4.51896e+00
-69.00000,-28.00000,-4.47250e+00
-69.00000,-27.00000,-4.42449e+00
-69.00000,-26.00000,-4.37455e+00
-69.00000,-25.00000,-4.32213e+00
-69.00000,-24.00000,-4.26684e+00
-69.00000,-23.00000,-4.20796e+00
-69.00000,-22.00000,-4.14479e+00
-69.00000,-21.00000,-4.07643e+00
-69.00000,-20.00000,-4.00158e+00
-69.00000,-19.00000,-3.91863e+00
-69.00000,-18.00000,-3.82550e+00
-69.00000,-17.00000,-3.71936e+00
-69.00000,-16.00000,-3.59667e+00
-69.00000,-15.00000,-3.45479e+00
-69.00000,-14.00000,-3.29340e+00
-69.00000,-13.00000,-3.12018e+00
-69.00000,-12.00000,-2.95701e+00
-69.00000,-11.00000,-2.84096e+00
-69.00000,-10.00000,-2.80737e+00
-69.00000,-9.00000,-2.86177e+00
-69.00000,-8.00000,-2.97291e+00
-69.00000,-7.00000,-3.09809e+00
-69.00000,-6.00000,-3.20781e+00
-69.00000,-5.00000,-3.28936e+00
-69.00000,-4.00000,-3.33813e+00
-69.00000,-3.00000,-3.35094e+00
-69.00000,-2.00000,-3.32438e+00
-69.00000,-1.00000,-3.26007e+00
-69.00000,0.00000,-3.17731e+00
-69.00000,1.00000,-3.12574e+00
-69.00000,2.00000,-3.16129e+00
-69.00000,3.00000,-3.29194e+00
-69.00000,4.00000,-3.47447e+00
-69.00000,5.00000,-3.66331e+00
-69.00000,6.00000,-3.83497e+00
-69.00000,7.00000,-3.98406e+00
-69.00000,8.00000,-4.11245e+00
-69.00000,9.00000,-4.22415e+00
-69.00000,10.00000,-4.32313e+00
-69.00000,11.00000,-4.41249e+00
-69.00000,12.00000,-4.49449e+00
-68.00000,-37.00000,-4.72532e+00
-68.00000,-36.00000,-4.68323e+00
-68.00000,-35.00000,-4.64096e+00
-68.00000,-34.00000,-4.59903e+00
-68.00000,-33.00000,-4.55701e+00
-68.00000,-32.00000,-4.51519e+00
-68.00000,-31.00000,-4.47321e+00
-68.00000,-30.00000,-4.43114e+00
-68.00000,-29.00000,-4.38869e+00
-68.00000,-28.00000,-4.34578e+00
-68.00000,-27.00000,-4.30214e+00
-68.00000,-26.00000,-4.25756e+00
-68.00000,-25.00000,-4.21155e+00
-68.00000,-24.00000,-4.16395e+00
-68.00000,-23.00000,-4.11423e+00
-68.00000,-22.00000,-4.06203e+00
-68.00000,-21.00000,-4.00674e+00
-68.00000,-20.00000,-3.94774e+00
-68.00000,-19.00000,-3.88442e+00
-68.00000,-18.00000,-3.81585e+00
-68.00000,-17.00000,-3.74142e+00
-68.00000,-16.00000,-3.66056e+00
