Longitude,Latitude,Smoothed Rate
-68.00000,-15.00000,-3.57331e+00
-68.00000,-14.00000,-3.48177e+00
-68.00000,-13.00000,-3.39115e+00
-68.00000,-12.00000,-3.31133e+00
-68.00000,-11.00000,-3.25519e+00
-68.00000,-10.00000,-3.23365e+00
-68.00000,-9.00000,-3.24759e+00
-68.00000,-8.00000,-3.28774e+00
-68.00000,-7.00000,-3.34004e+00
-68.00000,-6.00000,-3.39295e+00
-68.00000,-5.00000,-3.44020e+00
-68.00000,-4.00000,-3.47898e+00
-68.00000,-3.00000,-3.50893e+00
-68.00000,-2.00000,-3.53176e+00
-68.00000,-1.00000,-3.55096e+00
-68.00000,0.00000,-3.57161e+00
-68.00000,1.00000,-3.60178e+00
-68.00000,2.00000,-3.64696e+00
-68.00000,3.00000,-3.70924e+00
-68.00000,4.00000,-3.78602e+00
-68.00000,5.00000,-3.87115e+00
-68.00000,6.00000,-3.95944e+00
-68.00000,7.00000,-4.04733e+00
-68.00000,8.00000,-4.13261e+00
-68.00000,9.00000,-4.21495e+00
-68.00000,10.00000,-4.29381e+00
-68.00000,11.00000,-4.36953e+00
-68.00000,12.00000,-4.44241e+00
-67.00000,-37.00000,-4.58327e+00
-67.00000,-36.00000,-4.53741e+00
-67.00000,-35.00000,-4.49194e+00
-67.00000,-34.00000,-4.44696e+00
-67.00000,-33.00000,-4.40263e+00
-67.00000,-32.00000,-4.35887e+00
-67.00000,-31.00000,-4.31573e+00
-67.00000,-30.00000,-4.27316e+00
-67.00000,-29.00000,-4.23109e+00
-67.00000,-28.00000,-4.18940e+00
-67.00000,-27.00000,-4.14778e+00
-67.00000,-26.00000,-4.10607e+00
-67.00000,-25.00000,-4.06389e+00
-67.00000,-24.00000,-4.02084e+00
-67.00000,-23.00000,-3.97660e+00
-67.00000,-22.00000,-3.93067e+00
-67.00000,-21.00000,-3.88278e+00
-67.00000,-20.00000,-3.83247e+00
-67.00000,-19.00000,-3.77966e+00
-67.00000,-18.00000,-3.72412e+00
-67.00000,-17.00000,-3.66659e+00
-67.00000,-16.00000,-3.60779e+00
-67.00000,-15.00000,-3.54908e+00
-67.00000,-14.00000,-3.49318e+00
-67.00000,-13.00000,-3.44243e+00
-67.00000,-12.00000,-3.40070e+00
-67.00000,-11.00000,-3.37143e+00
-67.00000,-10.00000,-3.35599e+00
-67.00000,-9.00000,-3.35395e+00
-67.00000,-8.00000,-3.36331e+00
-67.00000,-7.00000,-3.37984e+00
-67.00000,-6.00000,-3.40035e+00
-67.00000,-5.00000,-3.42219e+00
-67.00000,-4.00000,-3.44405e+00
-67.00000,-3.00000,-3.46617e+00
-67.00000,-2.00000,-3.48997e+00
-67.00000,-1.00000,-3.51736e+00
-67.00000,0.00000,-3.55050e+00
-67.00000,1.00000,-3.59152e+00
-67.00000,2.00000,-3.64066e+00
-67.00000,3.00000,-3.69840e+00
-67.00000,4.00000,-3.76267e+00
-67.00000,5.00000,-3.83230e+00
-67.00000,6.00000,-3.90548e+00
-67.00000,7.00000,-3.98034e+00
-67.00000,8.00000,-4.05599e+00
-67.00000,9.00000,-4.13150e+00
-67.00000,10.00000,-4.20640e+00
-67.00000,11.00000,-4.28030e+00
-67.00000,12.00000,-4.35309e+00
-66.00000,-37.00000,-4.43215e+00
-66.00000,-36.00000,-4.38037e+00
-66.00000,-35.00000,-4.32931e+00
-66.00000,-34.00000,-4.27903e+00
-66.00000,-33.00000,-4.22987e+00
-66.00000,-32.00000,-4.18192e+00
-66.00000,-31.00000,-4.13532e+00
-66.00000,-30.00000,-4.09020e+00
-66.00000,-29.00000,-4.04654e+00
-66.00000,-28.00000,-4.00418e+00
-66.00000,-27.00000,-3.96285e+00
-66.00000,-26.00000,-3.92222e+00
-66.00000,-25.00000,-3.88191e+00
-66.00000,-24.00000,-3.84124e+00
-66.00000,-23.00000,-3.79946e+00
-66.00000,-22.00000,-3.75595e+00
-66.00000,-21.00000,-3.70977e+00
-66.00000,-20.00000,-3.66005e+00
-66.00000,-19.00000,-3.60636e+00
-66.00000,-18.00000,-3.54776e+00
-66.00000,-17.00000,-3.48458e+00
-66.00000,-16.00000,-3.41672e+00
-66.00000,-15.00000,-3.34685e+00
-66.00000,-14.00000,-3.27816e+00
-66.00000,-13.00000,-3.21705e+00
-66.00000,-12.00000,-3.17043e+00
-66.00000,-11.00000,-3.14416e+00
-66.00000,-10.00000,-3.13817e+00
-66.00000,-9.00000,-3.14730e+00
-66.00000,-8.00000,-3.16505e+00
-66.00000,-7.00000,-3.18468e+00
-66.00000,-6.00000,-3.20165e+00
-66.00000,-5.00000,-3.21376e+00
-66.00000,-4.00000,-3.22041e+00
-66.00000,-3.00000,-3.22339e+00
-66.00000,-2.00000,-3.22796e+00
-66.00000,-1.00000,-3.24126e+00
-66.00000,0.00000,-3.27044e+00
-66.00000,1.00000,-3.31920e+00
-66.00000,2.00000,-3.38558e+00
-66.00000,3.00000,-3.46420e+00
-66.00000,4.00000,-3.54966e+00
-66.00000,5.00000,-3.63735e+00
-66.00000,6.00000,-3.72549e+00
-66.00000,7.00000,-3.81281e+00
-66.00000,8.00000,-3.89890e+00
-66.00000,9.00000,-3.98390e+00
-66.00000,10.00000,-4.06744e+00
-66.00000,11.00000,-4.15016e+00
-66.00000,12.00000,-4.23129e+00
-65.00000,-37.00000,-4.27432e+00
-65.00000,-36.00000,-4.21418e+00
-65.00000,-35.00000,-4.15472e+00
-65.00000,-34.00000,-4.09642e+00
-65.00000,-33.00000,-4.03952e+00
-65.00000,-32.00000,-3.98458e+00
-65.00000,-31.00000,-3.93198e+00
-65.00000,-30.00000,-3.88195e+00
-65.00000,-29.00000,-3.83462e+00
-65.00000,-28.00000,-3.79014e+00
-65.00000,-27.00000,-3.74779e+00
-65.00000,-26.00000,-3.70776e+00
-65.00000,-25.00000,-3.66870e+00
-65.00000,-24.00000,-3.63015e+00
-65.00000,-23.00000,-3.59081e+00
-65.00000,-22.00000,-3.54874e+00
-65.00000,-21.00000,-3.50268e+00
-65.00000,-20.00000,-3.45033e+00
-65.00000,-19.00000,-3.38910e+00
-65.00000,-18.00000,-3.31631e+00
-65.00000,-17.00000,-3.22817e+00
-65.00000,-16.00000,-3.12094e+00
-65.00000,-15.00000,-2.99074e+00
-65.00000,-14.00000,-2.83765e+00
-65.00000,-13.00000,-2.67528e+00
-65.00000,-12.00000,-2.54713e+00
-65.00000,-11.00000,-2.51184e+00
-65.00000,-10.00000,-2.57186e+00
-65.00000,-9.00000,-2.66898e+00
-65.00000,-8.00000,-2.75796e+00
-65.00000,-7.00000,-2.82350e+00
-65.00000,-6.00000,-2.86200e+00
-65.00000,-5.00000,-2.87275e+00
-65.00000,-4.00000,-2.85639e+00
-65.00000,-3.00000,-2.81618e+00
-65.00000,-2.00000,-2.76479e+00
-65.00000,-1.00000,-2.72894e+00
-65.00000,0.00000,-2.74268e+00
-65.00000,1.00000,-2.82014e+00
-65.00000,2.00000,-2.94325e+00
-65.00000,3.00000,-3.08339e+00
-65.00000,4.00000,-3.22029e+00
-65.00000,5.00000,-3.34744e+00
-65.00000,6.00000,-3.46463e+00
-65.00000,7.00000,-3.57524e+00
-65.00000,8.00000,-3.68185e+00
-65.00000,9.00000,-3.78560e+00
-65.00000,10.00000,-3.88736e+00
-65.00000,11.00000,-3.98688e+00
-65.00000,12.00000,-4.08412e+00
-64.00000,-37.00000,-4.11301e+00
-64.00000,-36.00000,-4.04167e+00
-64.00000,-35.00000,-3.97056e+00
-64.00000,-34.00000,-3.90035e+00
-64.00000,-33.00000,-3.83186e+00
-64.00000,-32.00000,-3.76596e+00
-64.00000,-31.00000,-3.70362e+00
-64.00000,-30.00000,-3.64572e+00
-64.00000,-29.00000,-3.59259e+00
-64.00000,-28.00000,-3.54427e+00
-64.00000,-27.00000,-3.50077e+00
-64.00000,-26.00000,-3.46116e+00
-64.00000,-25.00000,-3.42450e+00
-64.00000,-24.00000,-3.38964e+00
-64.00000,-23.00000,-3.35451e+00
-64.00000,-22.00000,-3.31671e+00
-64.00000,-21.00000,-3.27393e+00
-64.00000,-20.00000,-3.22236e+00
-64.00000,-19.00000,-3.15724e+00
-64.00000,-18.00000,-3.07207e+00
-64.00000,-17.00000,-2.95828e+00
-64.00000,-16.00000,-2.80295e+00
-64.00000,-15.00000,-2.58847e+00
-64.00000,-14.00000,-2.28958e+00
-64.00000,-13.00000,-1.89277e+00
-64.00000,-12.00000,-1.50734e+00
-64.00000,-11.00000,-1.43649e+00
-64.00000,-10.00000,-1.70446e+00
-64.00000,-9.00000,-2.01319e+00
-64.00000,-8.00000,-2.24235e+00
-64.00000,-7.00000,-2.38816e+00
-64.00000,-6.00000,-2.45827e+00
-64.00000,-5.00000,-2.46375e+00
-64.00000,-4.00000,-2.42267e+00
-64.00000,-3.00000,-2.35028e+00
-64.00000,-2.00000,-2.25593e+00
-64.00000,-1.00000,-2.17483e+00
-64.00000,0.00000,-2.17803e+00
-64.00000,1.00000,-2.29845e+00
-64.00000,2.00000,-2.48923e+00
-64.00000,3.00000,-2.68577e+00
-64.00000,4.00000,-2.85813e+00
-64.00000,5.00000,-3.00540e+00
-64.00000,6.00000,-3.13791e+00
-64.00000,7.00000,-3.26727e+00
-64.00000,8.00000,-3.39867e+00
-64.00000,9.00000,-3.53226e+00
-64.00000,10.00000,-3.66540e+00
-64.00000,11.00000,-3.79468e+00
-64.00000,12.00000,-3.91852e+00
-63.00000,-37.00000,-3.95256e+00
-63.00000,-36.00000,-3.86662e+00
-63.00000,-35.00000,-3.77925e+00
-63.00000,-34.00000,-3.69131e+00
-63.00000,-33.00000,-3.60423e+00
-63.00000,-32.00000,-3.51988e+00
-63.00000,-31.00000,-3.44141e+00
-63.00000,-30.00000,-3.37050e+00
-63.00000,-29.00000,-3.30915e+00
-63.00000,-28.00000,-3.25720e+00
-63.00000,-27.00000,-3.21329e+00
-63.00000,-26.00000,-3.17613e+00
-63.00000,-25.00000,-3.14388e+00
-63.00000,-24.00000,-3.11488e+00
-63.00000,-23.00000,-3.08729e+00
-63.00000,-22.00000,-3.05833e+00
-63.00000,-21.00000,-3.02487e+00
-63.00000,-20.00000,-2.98231e+00
-63.00000,-19.00000,-2.92443e+00
-63.00000,-18.00000,-2.84299e+00
-63.00000,-17.00000,-2.72528e+00
-63.00000,-16.00000,-2.55302e+00
-63.00000,-15.00000,-2.30012e+00
-63.00000,-14.00000,-1.93615e+00
-63.00000,-13.00000,-1.44401e+00
-63.00000,-12.00000,-8.71887e-01
-63.00000,-11.00000,-4.64828e-01
-63.00000,-10.00000,-6.79036e-01
-63.00000,-9.00000,-1.25121e+00
-63.00000,-8.00000,-1.71282e+00
-63.00000,-7.00000,-1.97349e+00
-63.00000,-6.00000,-2.03360e+00
-63.00000,-5.00000,-1.92018e+00
-63.00000,-4.00000,-1.75289e+00
-63.00000,-3.00000,-1.72449e+00
-63.00000,-2.00000,-1.80306e+00
-63.00000,-1.00000,-1.85954e+00
-63.00000,0.00000,-1.91650e+00
-63.00000,1.00000,-2.02481e+00
-63.00000,2.00000,-2.17739e+00
-63.00000,3.00000,-2.33220e+00
-63.00000,4.00000,-2.45160e+00
-63.00000,5.00000,-2.53353e+00
-63.00000,6.00000,-2.62420e+00
-63.00000,7.00000,-2.77348e+00
-63.00000,8.00000,-2.97501e+00
-63.00000,9.00000,-3.19084e+00
-63.00000,10.00000,-3.39604e+00
-63.00000,11.00000,-3.58175e+00
-63.00000,12.00000,-3.74843e+00
-62.00000,-37.00000,-3.79894e+00
-62.00000,-36.00000,-3.69481e+00
-62.00000,-35.00000,-3.58468e+00
-62.00000,-34.00000,-3.46791e+00
-62.00000,-33.00000,-3.34560e+00
-62.00000,-32.00000,-3.21922e+00
-62.00000,-31.00000,-3.09847e+00
-62.00000,-30.00000,-2.99859e+00
-62.00000,-29.00000,-2.93143e+00
-62.00000,-28.00000,-2.89119e+00
-62.00000,-27.00000,-2.86243e+00
-62.00000,-26.00000,-2.83638e+00
-62.00000,-25.00000,-2.81214e+00
-62.00000,-24.00000,-2.79125e+00
-62.00000,-23.00000,-2.77372e+00
-62.00000,-22.00000,-2.75784e+00
-62.00000,-21.00000,-2.73996e+00
-62.00000,-20.00000,-2.71514e+00
-62.00000,-19.00000,-2.67758e+00
-62.00000,-18.00000,-2.61876e+00
-62.00000,-17.00000,-2.52690e+00
-62.00000,-16.00000,-2.38292e+00
-62.00000,-15.00000,-2.15472e+00
-62.00000,-14.00000,-1.78765e+00
-62.00000,-13.00000,-1.20214e+00
-62.00000,-12.00000,-3.19467e-01
-62.00000,-11.00000,5.22001e-01
-62.00000,-10.00000,1.68863e-01
-62.00000,-9.00000,-8.07869e-01
-62.00000,-8.00000,-1.46775e+00
-62.00000,-7.00000,-1.77389e+00
-62.00000,-6.00000,-1.78312e+00
-62.00000,-5.00000,-1.53314e+00
-62.00000,-4.00000,-1.20376e+00
-62.00000,-3.00000,-1.16789e+00
-62.00000,-2.00000,-1.33908e+00
-62.00000,-1.00000,-1.46902e+00
-62.00000,0.00000,-1.56675e+00
-62.00000,1.00000,-1.67683e+00
-62.00000,2.00000,-1.82422e+00
-62.00000,3.00000,-1.94898e+00
-62.00000,4.00000,-1.93498e+00
-62.00000,5.00000,-1.73860e+00
-62.00000,6.00000,-1.62769e+00
-62.00000,7.00000,-1.91167e+00
-62.00000,8.00000,-2.38841e+00
-62.00000,9.00000,-2.80700e+00
-62.00000,10.00000,-3.13589e+00
-62.00000,11.00000,-3.39698e+00
-62.00000,12.00000,-3.61104e+00
-61.00000,-37.00000,-3.69772e+00
-61.00000,-36.00000,-3.57398e+00
-61.00000,-35.00000,-3.43666e+00
-61.00000,-34.00000,-3.27842e+00
-61.00000,-33.00000,-3.08509e+00
-61.00000,-32.00000,-2.82941e+00
-61.00000,-31.00000,-2.47977e+00
-61.00000,-30.00000,-2.13776e+00
-61.00000,-29.00000,-2.13214e+00
-61.00000,-28.00000,-2.33628e+00
-61.00000,-27.00000,-2.44106e+00
-61.00000,-26.00000,-2.45439e+00
-61.00000,-25.00000,-2.43753e+00
-61.00000,-24.00000,-2.42125e+00
-61.00000,-23.00000,-2.41577e+00
-61.00000,-22.00000,-2.41886e+00
-61.00000,-21.00000,-2.42423e+00
-61.00000,-20.00000,-2.42545e+00
-61.00000,-19.00000,-2.41667e+00
-61.00000,-18.00000,-2.39166e+00
-61.00000,-17.00000,-2.34274e+00
-61.00000,-16.00000,-2.26021e+00
-61.00000,-15.00000,-2.13018e+00
-61.00000,-14.00000,-1.93430e+00
-61.00000,-13.00000,-1.65516e+00
-61.00000,-12.00000,-1.31986e+00
-61.00000,-11.00000,-1.09399e+00
-61.00000,-10.00000,-1.17870e+00
-61.00000,-9.00000,-1.46703e+00
-61.00000,-8.00000,-1.72415e+00
-61.00000,-7.00000,-1.84652e+00
-61.00000,-6.00000,-1.81355e+00
-61.00000,-5.00000,-1.64233e+00
-61.00000,-4.00000,-1.39704e+00
-61.00000,-3.00000,-1.15831e+00
-61.00000,-2.00000,-9.82163e-01
-61.00000,-1.00000,-1.00516e+00
-61.00000,0.00000,-1.25469e+00
-61.00000,1.00000,-1.51303e+00
-61.00000,2.00000,-1.71556e+00
-61.00000,3.00000,-1.83017e+00
-61.00000,4.00000,-1.77766e+00
-61.00000,5.00000,-1.56081e+00
-61.00000,6.00000,-1.45588e+00
-61.00000,7.00000,-1.76432e+00
-61.00000,8.00000,-2.27051e+00
-61.00000,9.00000,-2.72123e+00
-61.00000,10.00000,-3.07873e+00
-61.00000,11.00000,-3.36150e+00
-61.00000,12.00000,-3.59025e+00
-60.00000,-37.00000,-3.57897e+00
-60.00000,-36.00000,-3.44031e+00
-60.00000,-35.00000,-3.28263e+00
-60.00000,-34.00000,-3.09437e+00
-60.00000,-33.00000,-2.84671e+00
-60.00000,-32.00000,-2.45976e+00
-60.00000,-31.00000,-1.73083e+00
-60.00000,-30.00000,-7.10706e-01
-60.00000,-29.00000,-8.69803e-01
-60.00000,-28.00000,-1.70072e+00
-60.00000,-27.00000,-1.95428e+00
-60.00000,-26.00000,-1.94007e+00
-60.00000,-25.00000,-1.87980e+00
-60.00000,-24.00000,-1.85016e+00
-60.00000,-23.00000,-1.86753e+00
-60.00000,-22.00000,-1.90963e+00
-60.00000,-21.00000,-1.95343e+00
-60.00000,-20.00000,-1.99129e+00
-60.00000,-19.00000,-2.01964e+00
-60.00000,-18.00000,-2.03278e+00
-60.00000,-17.00000,-2.02324e+00
-60.00000,-16.00000,-1.98425e+00
-60.00000,-15.00000,-1.91203e+00
-60.00000,-14.00000,-1.80785e+00
-60.00000,-13.00000,-1.67584e+00
-60.00000,-12.00000,-1.51719e+00
-60.00000,-11.00000,-1.34858e+00
-60.00000,-10.00000,-1.31038e+00
-60.00000,-9.00000,-1.49843e+00
-60.00000,-8.00000,-1.70865e+00
-60.00000,-7.00000,-1.80845e+00
-60.00000,-6.00000,-1.76565e+00
-60.00000,-5.00000,-1.56317e+00
-60.00000,-4.00000,-1.17519e+00
-60.00000,-3.00000,-5.18216e-01
-60.00000,-2.00000,-2.71150e-01
-60.00000,-1.00000,-7.29435e-01
-60.00000,0.00000,-1.15634e+00
-60.00000,1.00000,-1.51183e+00
-60.00000,2.00000,-1.76641e+00
-60.00000,3.00000,-1.91819e+00
-60.00000,4.00000,-1.96952e+00
-60.00000,5.00000,-1.97202e+00
-60.00000,6.00000,-2.04676e+00
-60.00000,7.00000,-2.26345e+00
-60.00000,8.00000,-2.56976e+00
-60.00000,9.00000,-2.88401e+00
-60.00000,10.00000,-3.16538e+00
-60.00000,11.00000,-3.40628e+00
-60.00000,12.00000,-3.61115e+00
-59.00000,-37.00000,-3.48285e+00
-59.00000,-36.00000,-3.33522e+00
-59.00000,-35.00000,-3.16683e+00
-59.00000,-34.00000,-2.96962e+00
-59.00000,-33.00000,-2.73262e+00
-59.00000,-32.00000,-2.44078e+00
-59.00000,-31.00000,-2.08424e+00
-59.00000,-30.00000,-1.74355e+00
-59.00000,-29.00000,-1.65173e+00
-59.00000,-28.00000,-1.65180e+00
-59.00000,-27.00000,-1.52487e+00
-59.00000,-26.00000,-1.31834e+00
-59.00000,-25.00000,-1.10607e+00
-59.00000,-24.00000,-1.04609e+00
-59.00000,-23.00000,-1.14576e+00
-59.00000,-22.00000,-1.23327e+00
-59.00000,-21.00000,-1.31362e+00
-59.00000,-20.00000,-1.40840e+00
-59.00000,-19.00000,-1.48875e+00
-59.00000,-18.00000,-1.54915e+00
-59.00000,-17.00000,-1.58286e+00
-59.00000,-16.00000,-1.57254e+00
-59.00000,-15.00000,-1.50284e+00
-59.00000,-14.00000,-1.37296e+00
-59.00000,-13.00000,-1.20535e+00
-59.00000,-12.00000,-1.03257e+00
-59.00000,-11.00000,-8.68361e-01
-59.00000,-10.00000,-8.64840e-01
-59.00000,-9.00000,-1.17713e+00
-59.00000,-8.00000,-1.51399e+00
-59.00000,-7.00000,-1.71623e+00
-59.00000,-6.00000,-1.77354e+00
-59.00000,-5.00000,-1.68173e+00
-59.00000,-4.00000,-1.44495e+00
-59.00000,-3.00000,-1.09631e+00
-59.00000,-2.00000,-9.75806e-01
-59.00000,-1.00000,-1.21475e+00
-59.00000,0.00000,-1.46933e+00
-59.00000,1.00000,-1.72505e+00
-59.00000,2.00000,-1.95322e+00
-59.00000,3.00000,-2.13268e+00
-59.00000,4.00000,-2.26960e+00
-59.00000,5.00000,-2.38802e+00
-59.00000,6.00000,-2.52340e+00
-59.00000,7.00000,-2.69728e+00
-59.00000,8.00000,-2.90153e+00
-59.00000,9.00000,-3.11372e+00
-59.00000,10.00000,-3.31712e+00
-59.00000,11.00000,-3.50418e+00
-59.00000,12.00000,-3.67313e+00
-58.00000,-37.00000,-3.40606e+00
-58.00000,-36.00000,-3.25397e+00
-58.00000,-35.00000,-3.07757e+00
-58.00000,-34.00000,-2.86393e+00
-58.00000,-33.00000,-2.59199e+00
-58.00000,-32.00000,-2.23279e+00
-58.00000,-31.00000,-1.78313e+00
-58.00000,-30.00000,-1.42482e+00
-58.00000,-29.00000,-1.36863e+00
-58.00000,-28.00000,-1.33488e+00
-58.00000,-27.00000,-1.17382e+00
-58.00000,-26.00000,-9.02276e-01
-58.00000,-25.00000,-4.43551e-01
-58.00000,-24.00000,-1.20351e-01
-58.00000,-23.00000,-4.30285e-01
-58.00000,-22.00000,-5.56920e-01
-58.00000,-21.00000,-6.74251e-01
-58.00000,-20.00000,-8.31681e-01
-58.00000,-19.00000,-8.81334e-01
-58.00000,-18.00000,-9.10030e-01
-58.00000,-17.00000,-9.76184e-01
-58.00000,-16.00000,-1.03127e+00
-58.00000,-15.00000,-9.97321e-01
-58.00000,-14.00000,-8.07427e-01
-58.00000,-13.00000,-4.85023e-01
-58.00000,-12.00000,-2.05588e-01
-58.00000,-11.00000,-2.32191e-01
-58.00000,-10.00000,-5.55485e-01
-58.00000,-9.00000,-9.66467e-01
-58.00000,-8.00000,-1.34422e+00
-58.00000,-7.00000,-1.63082e+00
-58.00000,-6.00000,-1.80971e+00
-58.00000,-5.00000,-1.88391e+00
-58.00000,-4.00000,-1.87829e+00
-58.00000,-3.00000,-1.84075e+00
-58.00000,-2.00000,-1.82602e+00
-58.00000,-1.00000,-1.86763e+00
-58.00000,0.00000,-1.96817e+00
-58.00000,1.00000,-2.10905e+00
-58.00000,2.00000,-2.26227e+00
-58.00000,3.00000,-2.41144e+00
-58.00000,4.00000,-2.55303e+00
-58.00000,5.00000,-2.69133e+00
-58.00000,6.00000,-2.83258e+00
-58.00000,7.00000,-2.98091e+00
-58.00000,8.00000,-3.13584e+00
-58.00000,9.00000,-3.29323e+00
-58.00000,10.00000,-3.44746e+00
-58.00000,11.00000,-3.59555e+00
-58.00000,12.00000,-3.73556e+00
-57.00000,-37.00000,-3.34274e+00
-57.00000,-36.00000,-3.19513e+00
-57.00000,-35.00000,-3.02386e+00
-57.00000,-34.00000,-2.81388e+00
-57.00000,-33.00000,-2.53582e+00
-57.00000,-32.00000,-2.13660e+00
-57.00000,-31.00000,-1.57679e+00
-57.00000,-30.00000,-1.10387e+00
-57.00000,-29.00000,-1.04311e+00
-57.00000,-28.00000,-9.17166e-01
-57.00000,-27.00000,-8.60808e-01
-57.00000,-26.00000,-8.80757e-01
-57.00000,-25.00000,-4.43211e-01
-57.00000,-24.00000,2.37977e-01
-57.00000,-23.00000,1.41285e-01
-57.00000,-22.00000,-2.45150e-01
-57.00000,-21.00000,-4.70322e-01
-57.00000,-20.00000,-4.70516e-01
-57.00000,-19.00000,-2.52602e-01
-57.00000,-18.00000,-1.13148e-02
-57.00000,-17.00000,-4.48766e-02
-57.00000,-16.00000,-2.27309e-01
-57.00000,-15.00000,-4.73602e-01
-57.00000,-14.00000,-4.09285e-01
-57.00000,-13.00000,9.30333e-02
-57.00000,-12.00000,7.14768e-01
-57.00000,-11.00000,5.98499e-01
-57.00000,-10.00000,-1.03460e-01
-57.00000,-9.00000,-7.45815e-01
-57.00000,-8.00000,-1.23124e+00
-57.00000,-7.00000,-1.58169e+00
-57.00000,-6.00000,-1.82007e+00
-57.00000,-5.00000,-1.96461e+00
-57.00000,-4.00000,-2.03743e+00
-57.00000,-3.00000,-2.07421e+00
-57.00000,-2.00000,-2.11923e+00
-57.00000,-1.00000,-2.19493e+00
-57.00000,0.00000,-2.29496e+00
-57.00000,1.00000,-2.40781e+00
-57.00000,2.00000,-2.52649e+00
-57.00000,3.00000,-2.64722e+00
-57.00000,4.00000,-2.76887e+00
-57.00000,5.00000,-2.89170e+00
-57.00000,6.00000,-3.01638e+00
-57.00000,7.00000,-3.14341e+00
-57.00000,8.00000,-3.27215e+00
-57.00000,9.00000,-3.40168e+00
-57.00000,10.00000,-3.53032e+00
-57.00000,11.00000,-3.65610e+00
-57.00000,12.00000,-3.77844e+00
-56.00000,-37.00000,-3.28153e+00
-56.00000,-36.00000,-3.14433e+00
-56.00000,-35.00000,-2.99232e+00
-56.00000,-34.00000,-2.81813e+00
-56.00000,-33.00000,-2.61045e+00
-56.00000,-32.00000,-2.35706e+00
-56.00000,-31.00000,-2.06304e+00
-56.00000,-30.00000,-1.77872e+00
-56.00000,-29.00000,-1.51327e+00
-56.00000,-28.00000,-1.22525e+00
-56.00000,-27.00000,-1.12481e+00
-56.00000,-26.00000,-1.18101e+00
-56.00000,-25.00000,-1.09861e+00
-56.00000,-24.00000,-8.31348e-01
-56.00000,-23.00000,-5.25681e-01
-56.00000,-22.00000,-4.62271e-01
-56.00000,-21.00000,-4.04618e-01
-56.00000,-20.00000,-3.11643e-01
-56.00000,-19.00000,-9.43328e-02
-56.00000,-18.00000,1.57560e-01
-56.00000,-17.00000,4.06044e-01
-56.00000,-16.00000,3.62041e-01
-56.00000,-15.00000,-2.64672e-01
-56.00000,-14.00000,-4.92303e-01
-56.00000,-13.00000,-2.43380e-01
-56.00000,-12.00000,1.38665e-01
-56.00000,-11.00000,4.98314e-02
-56.00000,-10.00000,-4.42748e-01
-56.00000,-9.00000,-9.08464e-01
-56.00000,-8.00000,-1.28376e+00
-56.00000,-7.00000,-1.59098e+00
-56.00000,-6.00000,-1.81482e+00
-56.00000,-5.00000,-1.92842e+00
-56.00000,-4.00000,-1.89368e+00
-56.00000,-3.00000,-1.74415e+00
-56.00000,-2.00000,-1.77413e+00
-56.00000,-1.00000,-2.05855e+00
-56.00000,0.00000,-2.32724e+00
-56.00000,1.00000,-2.51286e+00
-56.00000,2.00000,-2.65118e+00
-56.00000,3.00000,-2.76926e+00
-56.00000,4.00000,-2.88039e+00
-56.00000,5.00000,-2.99002e+00
-56.00000,6.00000,-3.10145e+00
-56.00000,7.00000,-3.21484e+00
-56.00000,8.00000,-3.33070e+00
