# gsimlt_path=b1,smlt_path=b1,imt=PGA,investigation_time=475.0
lon,lat,iml
-79.0017,0.407533,0.0228531
-79.0017,-0.590714,0.0228686
-79.0015,1.40578,0.0228458
-79.0014,-1.58896,0.0228925
-79.0009,2.40403,0.0228468
-79.0007,-2.58721,0.0229248
-79,3.40227,0.0228563
-78.9998,-3.58546,0.0229684
-78.9988,4.40052,0.0228748
-78.9986,-4.5837,0.0230189
-78.9973,5.39877,0.0229027
-78.997,-5.58195,0.0230793
-78.9955,6.39701,0.0229429
-78.9951,-6.5802,0.0231532
-78.9934,7.39526,0.0229916
-78.993,-7.57844,0.0232391
-78.9909,8.39351,0.0230521
-78.9905,-8.57669,0.0233379
-78.9882,9.39176,0.023128
-78.9877,-9.57494,0.023451
-78.9851,10.39,0.0232182
-78.9845,-10.5732,0.0235819
-78.9817,11.3882,0.0233242
-78.981,-11.5714,0.0237278
-78.978,12.3865,0.0234481
-78.9772,-12.5697,0.0238914
-78.9739,13.3847,0.0233072
-78.9731,-13.5679,0.0240772
-78.9686,-14.5662,0.0242906
-78.9638,-15.5644,0.0245405
-78.9586,-16.5627,0.0248256
-78.953,-17.5609,0.0251503
-78.947,-18.5592,0.025519
-78.9406,-19.5574,0.0259379
-78.9339,-20.5557,0.0264141
-78.9267,-21.5539,0.026969
-78.9191,-22.5521,0.0275741
-78.9111,-23.5504,0.0282551
-78.9026,-24.5486,0.0290212
-78.8936,-25.5469,0.0298848
-78.8841,-26.5451,0.0308795
-78.8742,-27.5434,0.0320152
-78.8637,-28.5416,0.0333164
-78.8526,-29.5399,0.0348477
-78.841,-30.5381,0.0366844
-78.8288,-31.5364,0.0387333
-78.816,-32.5346,0.0409954
-78.8025,-33.5329,0.0436378
-78.7883,-34.5311,0.0467824
-78.7734,-35.5294,0.0507028
-78.7578,-36.5276,0.0551318
-78.0035,0.407533,0.0229386
-78.0034,-0.590714,0.0229539
-78.0029,1.40578,0.0229308
-78.0027,-1.58896,0.0229769
-78.0017,2.40403,0.022931
-78.0015,-2.58721,0.0230082
-78,3.40227,0.0229401
-77.9996,-3.58546,0.0230535
-77.9976,4.40052,0.0229596
-77.9971,-4.5837,0.0231052
-77.9946,5.39877,0.0229938
-77.994,-5.58195,0.0231729
-77.991,6.39701,0.0230405
-77.9903,-6.5802,0.0232543
-77.9868,7.39526,0.0231077
-77.9859,-7.57844,0.0233611
-77.9819,8.39351,0.0231946
-77.9809,-8.57669,0.0234891
-77.9764,9.39176,0.0233139
-77.9753,-9.57494,0.0236493
-77.9702,10.39,0.0234665
-77.969,-10.5732,0.0238436
-77.9634,11.3882,0.0236539
-77.9621,-11.5714,0.0240818
-77.9559,12.3865,0.0238818
-77.9545,-12.5697,0.0243811
-77.9478,13.3847,0.0238885
-77.9462,-13.5679,0.0247434
-77.9372,-14.5662,0.0251806
-77.9275,-15.5644,0.025707
-77.9171,-16.5627,0.0263435
-77.9059,-17.5609,0.0271328
-77.894,-18.5592,0.0280214
-77.8813,-19.5574,0.0290664
-77.8678,-20.5557,0.030311
-77.8534,-21.5539,0.0318058
-77.8382,-22.5521,0.0335978
-77.8221,-23.5504,0.0358656
-77.8052,-24.5486,0.0385941
-77.7872,-25.5469,0.0417032
-77.7683,-26.5451,0.0455277
-77.7484,-27.5434,0.0505666
-77.7274,-28.5416,0.0567178
-77.7053,-29.5399,0.0643934
-77.6821,-30.5381,0.0769903
-77.6576,-31.5364,0.0944257
-77.632,-32.5346,0.119996
-77.605,-33.5329,0.159032
-77.5767,-34.5311,0.218991
-77.5469,-35.5294,0.307483
-77.5156,-36.5276,0.385611
-77.4828,-37.5259,0.00787364
-77.0052,0.407533,0.022942
-77.0051,-0.590714,0.0229596
-77.0044,1.40578,0.0229332
-77.0041,-1.58896,0.0229815
-77.0026,2.40403,0.0229319
-77.0022,-2.58721,0.0230114
-77,3.40227,0.0229401
-76.9994,-3.58546,0.0230541
-76.9964,4.40052,0.0229613
-76.9957,-4.5837,0.0231064
-76.9919,5.39877,0.023002
-76.991,-5.58195,0.0231827
-76.9865,6.39701,0.0230618
-76.9854,-6.5802,0.0232847
-76.9801,7.39526,0.0231609
-76.9789,-7.57844,0.0234245
-76.9728,8.39351,0.023299
-76.9714,-8.57669,0.0236103
-76.9646,9.39176,0.0234869
-76.963,-9.57494,0.0238464
-76.9553,10.39,0.0237325
-76.9535,-10.5732,0.0241576
-76.9451,11.3882,0.0240575
-76.9431,-11.5714,0.0245614
-76.9339,12.3865,0.0244721
-76.9317,-12.5697,0.0250734
-76.9217,13.3847,0.0247252
-76.9193,-13.5679,0.0257183
-76.9058,-14.5662,0.0265526
-76.8913,-15.5644,0.0275723
-76.8757,-16.5627,0.0287872
-76.8589,-17.5609,0.0302795
-76.841,-18.5592,0.0321304
-76.8219,-19.5574,0.0344721
-76.8017,-20.5557,0.0375666
-76.7801,-21.5539,0.04113
-76.7573,-22.5521,0.0456735
-76.7332,-23.5504,0.0519681
-76.7077,-24.5486,0.0597483
-76.6808,-25.5469,0.0717614
-76.6524,-26.5451,0.0904632
-76.6225,-27.5434,0.119749
-76.5911,-28.5416,0.166708
-76.5579,-29.5399,0.241205
-76.5231,-30.5381,0.332089
-76.4865,-31.5364,0.352678
-76.4479,-32.5346,0.274608
-76.4075,-33.5329,0.180823
-76.365,-34.5311,0.121223
-76.3203,-35.5294,0.0855063
-76.2734,-36.5276,0.0638141
-76.2241,-37.5259,0.00802137
-76.0069,0.407533,0.0229497
-76.0068,-0.590714,0.0229661
-76.0058,1.40578,0.0229367
-76.0055,-1.58896,0.0229926
-76.0035,2.40403,0.0229331
-76.0029,-2.58721,0.0230343
-76,3.40227,0.0229401
-75.9992,-3.58546,0.0231026
-75.9952,4.40052,0.0229635
-75.9942,-4.5837,0.0232116
-75.9892,5.39877,0.0230115
-75.988,-5.58195,0.0233742
-75.982,6.39701,0.0231007
-75.9805,-6.5802,0.0235888
-75.9735,7.39526,0.0232396
-75.9718,-7.57844,0.0238337
-75.9638,8.39351,0.0234416
-75.9619,-8.57669,0.024084
-75.9528,9.39176,0.0237218
-75.9506,-9.57494,0.0243735
-75.9405,10.39,0.0241103
-75.9381,-10.5732,0.0247667
-75.9268,11.3882,0.0246246
-75.9242,-11.5714,0.0253231
-75.9119,12.3865,0.0252954
-75.909,-12.5697,0.026096
-75.8955,13.3847,0.0259231
-75.8924,-13.5679,0.0271741
-75.8778,14.383,0.00875572
-75.8744,-14.5662,0.0284886
-75.855,-15.5644,0.0301599
-75.8342,-16.5627,0.0323029
-75.8119,-17.5609,0.0351271
-75.788,-18.5592,0.0388419
-75.7626,-19.5574,0.0433917
-75.7356,-20.5557,0.0496678
-75.7069,-21.5539,0.0581329
-75.6765,-22.5521,0.0709607
-75.6443,-23.5504,0.0925227
-75.6103,-24.5486,0.127956
-75.5744,-25.5469,0.187664
-75.5366,-26.5451,0.278417
-75.4967,-27.5434,0.331869
-75.4547,-28.5416,0.268983
-75.4106,-29.5399,0.172777
-75.3641,-30.5381,0.111844
-75.3153,-31.5364,0.0768266
-75.2639,-32.5346,0.0573951
-75.21,-33.5329,0.0457681
-75.1533,-34.5311,0.0383182
-75.0938,-35.5294,0.0333751
-75.0312,-36.5276,0.0308405
-75.0086,0.407533,0.0229764
-75.0085,-0.590714,0.02304
-75.0073,1.40578,0.0229505
-75.0068,-1.58896,0.0231906
-75.0044,2.40403,0.0229365
-75.0037,-2.58721,0.0235556
-75,3.40227,0.0229405
-74.999,-3.58546,0.0244084
-74.994,4.40052,0.0229689
-74.9928,-4.5837,0.0262968
-74.9865,5.39877,0.0230271
-74.985,-5.58195,0.029806
-74.9775,6.39701,0.0231467
-74.9757,-6.5802,0.0344076
-74.9669,7.39526,0.0233373
-74.9655,-37.5259,0.00802034
-74.9648,-7.57844,0.0377004
-74.9547,8.39351,0.0236188
-74.9523,-8.57669,0.0372895
-74.941,9.39176,0.024028
-74.9383,-9.57494,0.034034
-74.9256,10.39,0.024593
-74.9226,-10.5732,0.0307468
-74.9085,11.3882,0.0253558
-74.9052,-11.5714,0.0289796
-74.8898,12.3865,0.0264069
-74.8862,-12.5697,0.0287017
-74.8694,13.3847,0.027533
-74.8655,-13.5679,0.0295005
-74.8473,14.383,0.00868697
-74.843,-14.5662,0.0312071
-74.8188,-15.5644,0.0337854
-74.7928,-16.5627,0.0375679
-74.7648,-17.5609,0.0422593
-74.735,-18.5592,0.0488324
-74.7032,-19.5574,0.0581045
-74.6694,-20.5557,0.0729354
-74.6336,-21.5539,0.0988094
-74.5956,-22.5521,0.143843
-74.5554,-23.5504,0.218622
-74.5129,-24.5486,0.304944
-74.468,-25.5469,0.282418
-74.4207,-26.5451,0.181685
-74.3709,-27.5434,0.112855
-74.3184,-28.5416,0.0748517
-74.2632,-29.5399,0.0549149
-74.2051,-30.5381,0.0430647
-74.1441,-31.5364,0.0355527
-74.0799,-32.5346,0.0310779
-74.0125,-33.5329,0.0294605
-74.0104,0.407533,0.0232594
-74.0102,-0.590714,0.0237158
-74.0087,1.40578,0.0230547
-74.0082,-1.58896,0.0247223
-74.0052,2.40403,0.0229697
-74.0044,-2.58721,0.0269963
-73.9999,3.40227,0.0229489
-73.9988,-3.58546,0.0320288
-73.9928,4.40052,0.0229743
-73.9913,-4.5837,0.0433391
-73.9838,5.39877,0.0230504
-73.982,-5.58195,0.0651049
-73.973,6.39701,0.0232043
-73.9708,-6.5802,0.0967957
-73.9603,7.39526,0.0234539
-73.9578,-7.57844,0.12224
-73.9457,8.39351,0.0238389
-73.9428,-8.57669,0.118293
-73.9416,-34.5311,0.0310064
-73.9292,9.39176,0.0243994
-73.9259,-9.57494,0.0894174
-73.9107,10.39,0.025185
-73.9071,-10.5732,0.0608281
-73.8903,11.3882,0.0262928
-73.8863,-11.5714,0.0436809
-73.8678,12.3865,0.0277677
-73.8672,-35.5294,0.0366602
-73.8635,-12.5697,0.0360593
-73.8433,13.3847,0.0294304
-73.8386,-13.5679,0.0340585
-73.8168,14.383,0.00870844
-73.8117,-14.5662,0.035369
-73.789,-36.5276,0.0481027
-73.7826,-15.5644,0.0390411
-73.7513,-16.5627,0.0445048
-73.7178,-17.5609,0.0529842
-73.7069,-37.5259,0.0080217
-73.682,-18.5592,0.064769
-73.6439,-19.5574,0.0876343
-73.6033,-20.5557,0.128169
-73.5603,-21.5539,0.200846
-73.5147,-22.5521,0.28897
-73.4664,-23.5504,0.264815
-73.4155,-24.5486,0.1656
-73.3616,-25.5469,0.100886
-73.3049,-26.5451,0.0656208
-73.2451,-27.5434,0.0489867
-73.1821,-28.5416,0.0386596
-73.1159,-29.5399,0.0320934
-73.0462,-30.5381,0.0288768
-73.0121,0.407533,0.0240661
-73.0119,-0.590714,0.0256313
-73.0102,1.40578,0.0233453
-73.0096,-1.58896,0.0286286
-73.0061,2.40403,0.0230568
-73.0051,-2.58721,0.0340032
-72.9999,3.40227,0.0229699
-72.9986,-3.58546,0.0436405
-72.9916,4.40052,0.0229827
-72.9899,-4.5837,0.060933
-72.9811,5.39877,0.023075
-72.979,-5.58195,0.0893767
-72.9729,-31.5364,0.0288096
-72.9685,6.39701,0.0232678
-72.9659,-6.5802,0.125839
-72.9537,7.39526,0.0235893
-72.9507,-7.57844,0.15199
-72.9366,8.39351,0.0240976
-72.9333,-8.57669,0.144821
-72.9174,9.39176,0.0248388
-72.9136,-9.57494,0.109322
-72.8959,-32.5346,0.0325636
-72.8958,10.39,0.0259006
-72.8916,-10.5732,0.0736945
-72.872,11.3882,0.027416
-72.8673,-11.5714,0.0512072
-72.8458,12.3865,0.0293458
-72.8407,-12.5697,0.0409495
-72.8172,13.3847,0.0317673
-72.815,-33.5329,0.0417763
-72.8117,-13.5679,0.0383057
-72.7862,14.383,0.00873838
-72.7803,-14.5662,0.040255
-72.7463,-15.5644,0.0455273
-72.73,-34.5311,0.0608719
-72.7099,-16.5627,0.0547777
-72.6708,-17.5609,0.069424
-72.6406,-35.5294,0.117581
-72.629,-18.5592,0.0985013
-72.5845,-19.5574,0.151951
-72.5468,-36.5276,0.313608
-72.5372,-20.5557,0.239374
-72.487,-21.5539,0.283731
-72.4483,-37.5259,0.00787156
-72.4338,-22.5521,0.19279
-72.3775,-23.5504,0.11234
-72.318,-24.5486,0.0700497
-72.2552,-25.5469,0.0501756
-72.189,-26.5451,0.0386561
-72.1193,-27.5434,0.0315621
-72.0458,-28.5416,0.028134
-72.0138,0.407533,0.0241441
-72.0136,-0.590714,0.0258145
-72.0116,1.40578,0.0233641
-72.011,-1.58896,0.0288447
-72.007,2.40403,0.023059
-72.0059,-2.58721,0.0338723
-71.9999,3.40227,0.0229671
-71.9984,-3.58546,0.0420947
-71.9904,4.40052,0.0229846
-71.9884,-4.5837,0.0555917
-71.9784,5.39877,0.0231025
-71.976,-5.58195,0.0757765
-71.9685,-29.5399,0.0281348
-71.964,6.39701,0.023343
-71.9611,-6.5802,0.098165
-71.9471,7.39526,0.0237519
-71.9437,-7.57844,0.109117
-71.9276,8.39351,0.0243956
-71.9237,-8.57669,0.0966843
-71.9055,9.39176,0.0253509
-71.9012,-9.57494,0.0702509
-71.8872,-30.5381,0.0322858
-71.8809,10.39,0.0267827
-71.8761,-10.5732,0.0486261
-71.8537,11.3882,0.0286704
-71.8484,-11.5714,0.0385845
-71.8237,12.3865,0.0312365
-71.818,-12.5697,0.0366107
-71.8017,-31.5364,0.0425553
-71.7911,13.3847,0.0346736
-71.7848,-13.5679,0.0391413
-71.7557,14.383,0.00876856
-71.7489,-14.5662,0.0446698
-71.7119,-32.5346,0.0648278
-71.7101,-15.5644,0.0542815
-71.6684,-16.5627,0.0698697
-71.6237,-17.5609,0.102033
-71.6175,-33.5329,0.140975
-71.576,-18.5592,0.161769
-71.5252,-19.5574,0.253548
-71.5183,-34.5311,0.367043
-71.4711,-20.5557,0.254109
-71.4141,-35.5294,0.203234
-71.4137,-21.5539,0.154546
-71.3529,-22.5521,0.0890054
-71.3046,-36.5276,0.0781006
-71.2886,-23.5504,0.0579749
-71.2206,-24.5486,0.0425351
-71.1896,-37.5259,0.0080205
-71.1489,-25.5469,0.0333588
-71.0732,-26.5451,0.0284701
-71.0688,-38.5241,0.005
-71.0155,0.407533,0.0232913
-71.0153,-0.590714,0.0237514
-71.0131,1.40578,0.0230679
-71.0123,-1.58896,0.0246379
-71.0079,2.40403,0.022971
-71.0066,-2.58721,0.0262702
-70.9999,3.40227,0.0229459
-70.9982,-3.58546,0.0290275
-70.9935,-27.5434,0.027183
-70.9892,4.40052,0.022986
-70.987,-4.5837,0.0333473
-70.9758,5.39877,0.023133
-70.973,-5.58195,0.0387526
-70.9595,6.39701,0.023427
-70.9562,-6.5802,0.0426207
-70.9404,7.39526,0.0239338
-70.9366,-7.57844,0.0425582
-70.9185,8.39351,0.0247338
-70.9142,-8.57669,0.0388669
-70.9095,-28.5416,0.0300273
-70.8937,9.39176,0.0259434
-70.8889,-9.57494,0.0351473
-70.866,10.39,0.0277334
-70.8606,-10.5732,0.0345325
-70.8354,11.3882,0.0301237
-70.8294,-11.5714,0.0360441
-70.8212,-29.5399,0.03872
-70.8017,12.3865,0.0334794
-70.7952,-12.5697,0.0389432
-70.765,13.3847,0.0383123
-70.7579,-13.5679,0.0437407
-70.7282,-30.5381,0.0579703
-70.7251,14.383,0.008798
-70.7175,-14.5662,0.0523903
-70.6739,-15.5644,0.0664931
-70.6305,-31.5364,0.119354
-70.627,-16.5627,0.0976167
-70.5767,-17.5609,0.158003
-70.5279,-32.5346,0.335809
-70.523,-18.5592,0.250159
-70.4658,-19.5574,0.239193
-70.42,-33.5329,0.207661
-70.405,-20.5557,0.139528
-70.3404,-21.5539,0.079538
-70.3066,-34.5311,0.0763063
-70.272,-22.5521,0.0528249
-70.1997,-23.5504,0.0388621
-70.1875,-35.5294,0.0434513
-70.1232,-24.5486,0.0308078
-70.0624,-36.5276,0.0318629
-70.0425,-25.5469,0.0270965
-70.0173,0.407533,0.0230261
-70.017,-0.590714,0.0230725
-70.0145,1.40578,0.0229845
-70.0137,-1.58896,0.0231487
-70.0087,2.40403,0.0229489
-70.0073,-2.58721,0.0233419
-69.9999,3.40227,0.0229403
-69.998,-3.58546,0.0237387
-69.988,4.40052,0.0229914
-69.9855,-4.5837,0.0243936
-69.9731,5.39877,0.0231696
-69.97,-5.58195,0.0252622
-69.9573,-26.5451,0.0273986
-69.955,6.39701,0.0235195
-69.9513,-6.5802,0.0263747
-69.9338,7.39526,0.0241359
-69.931,-37.5259,0.00801995
-69.9296,-7.57844,0.0283695
-69.9095,8.39351,0.0251139
-69.9047,-8.57669,0.0325655
-69.8819,9.39176,0.0266477
-69.8765,-9.57494,0.0395189
-69.8676,-27.5434,0.0326212
-69.8512,10.39,0.028789
-69.8451,-10.5732,0.0461322
-69.8171,11.3882,0.0318058
-69.8105,-11.5714,0.0492283
-69.7929,-38.5241,0.005
-69.7797,12.3865,0.0362713
-69.7732,-28.5416,0.0457111
-69.7724,-12.5697,0.0501876
-69.7389,13.3847,0.0423769
-69.731,-13.5679,0.0537503
-69.6946,14.383,0.00882605
-69.6861,-14.5662,0.0635041
-69.6738,-29.5399,0.0803461
-69.6376,-15.5644,0.0885904
-69.5855,-16.5627,0.143687
-69.5693,-30.5381,0.218895
-69.5297,-17.5609,0.235109
-69.47,-18.5592,0.240282
-69.4594,-31.5364,0.300267
-69.4065,-19.5574,0.139188
-69.3438,-32.5346,0.0974797
-69.3389,-20.5557,0.0776217
-69.2672,-21.5539,0.0509071
-69.2225,-33.5329,0.048201
-69.1912,-22.5521,0.03729
-69.1107,-23.5504,0.0296144
-69.0949,-34.5311,0.0329264
-69.0258,-24.5486,0.0264625
-69.019,0.407533,0.0230294
-69.0187,-0.590714,0.0230424
-69.016,1.40578,0.0229918
-69.0151,-1.58896,0.0230365
-69.0096,2.40403,0.0229517
-69.0081,-2.58721,0.0230364
-68.9999,3.40227,0.0229401
-68.9978,-3.58546,0.023081
-68.9868,4.40052,0.0229989
-68.9841,-4.5837,0.0232374
-68.9704,5.39877,0.0232066
-68.967,-5.58195,0.0236483
-68.961,-35.5294,0.0308669
-68.9505,6.39701,0.0236221
-68.9465,-6.5802,0.0245699
-68.9361,-25.5469,0.0277703
-68.9272,7.39526,0.0243592
-68.9225,-7.57844,0.026445
-68.9004,8.39351,0.0255349
-68.8951,-8.57669,0.0294939
-68.8701,9.39176,0.0274017
-68.8642,-9.57494,0.0335094
-68.8415,-26.5451,0.0347693
-68.8363,10.39,0.0299837
-68.8297,-10.5732,0.0376636
-68.8202,-36.5276,0.0428015
-68.7988,11.3882,0.0337533
-68.7915,-11.5714,0.0415987
-68.7576,12.3865,0.0394483
-68.7497,-12.5697,0.047008
-68.7418,-27.5434,0.0522711
-68.7128,13.3847,0.047348
-68.7041,-13.5679,0.0568294
-68.6724,-37.5259,0.00802177
-68.6641,14.383,0.00885403
-68.6547,-14.5662,0.0767238
-68.6369,-28.5416,0.107316
-68.6014,-15.5644,0.121084
-68.5441,-16.5627,0.208597
-68.5264,-29.5399,0.320135
-68.517,-38.5241,0.005
-68.4826,-17.5609,0.250345
-68.417,-18.5592,0.151676
-68.4103,-30.5381,0.175601
-68.3471,-19.5574,0.0815615
-68.2882,-31.5364,0.063892
-68.2728,-20.5557,0.0518893
-68.1939,-21.5539,0.0372885
-68.1598,-32.5346,0.0379418
-68.1103,-22.5521,0.0292949
-68.025,-33.5329,0.0296219
-68.0218,-23.5504,0.0261261
-68.0207,0.407533,0.0230467
-68.0204,-0.590714,0.0230586
-68.0174,1.40578,0.0230045
-68.0164,-1.58896,0.0230441
-68.0105,2.40403,0.0229557
-68.0088,-2.58721,0.0230282
-67.9999,3.40227,0.0229401
-67.9975,-3.58546,0.0230533
-67.9856,4.40052,0.0230073
-67.9826,-4.5837,0.0231842
-67.9677,5.39877,0.0232467
-67.964,-5.58195,0.0235274
-67.946,6.39701,0.0237374
-67.9416,-6.5802,0.0242126
-67.9283,-24.5486,0.0277855
-67.9206,7.39526,0.024604
-67.9155,-7.57844,0.0254024
-67.8914,8.39351,0.0260182
-67.8856,-8.57669,0.0273141
-67.8833,-34.5311,0.0345383
-67.8583,9.39176,0.0282061
-67.8518,-9.57494,0.0299522
-67.8297,-25.5469,0.0357351
-67.8214,10.39,0.0313288
-67.8142,-10.5732,0.0337082
-67.7805,11.3882,0.0360997
-67.7726,-11.5714,0.0395648
-67.7356,12.3865,0.0430149
-67.7344,-35.5294,0.0605052
-67.7269,-12.5697,0.0485521
-67.7256,-26.5451,0.0558263
-67.6866,13.3847,0.0536383
-67.6772,-13.5679,0.0637391
-67.6335,14.383,0.00888378
-67.6233,-14.5662,0.0981278
-67.616,-27.5434,0.127483
-67.578,-36.5276,0.224289
-67.5651,-15.5644,0.169506
-67.5026,-16.5627,0.2524
-67.5006,-28.5416,0.339215
-67.4356,-17.5609,0.177359
-67.4138,-37.5259,0.00787241
-67.3791,-29.5399,0.12596
-67.364,-18.5592,0.0925152
-67.2878,-19.5574,0.0554599
-67.2513,-30.5381,0.0526795
-67.2412,-38.5241,0.005
-67.2067,-20.5557,0.03874
-67.1206,-21.5539,0.0297127
-67.117,-31.5364,0.0330536
-67.0294,-22.5521,0.0259797
-67.0225,0.407533,0.0230664
-67.0221,-0.590714,0.0230778
-67.0189,1.40578,0.0230213
